Unnamed: 0,TARGET.52.PADYCE.01A.01R,TARGET.52.PARTKH.01A.01R,TARGET.20.PASGCE.09A.01R,TARGET.52.PASILR.01A.01R,TARGET.20.PASHHH.09A.01R,TARGET.21.PARHRS.09A.02R,TARGET.20.PARYXV.09A.01R,TARGET.52.PAWFWK.01A.01R,TARGET.52.PASAMZ.01A.01R,TARGET.20.PAECCE.04A.01R,TARGET.52.PADWRZ.01A.01R,TARGET.20.PASIEP.09A.01R,TARGET.20.PASEYM.09A.01R,TARGET.20.PASFYF.03A.01R,TARGET.20.PAPVKG.09A.01R,TARGET.52.PASXGF.01A.01R,TARGET.20.PARFIW.03A.01R,TARGET.52.PASNED.01A.01R,TARGET.52.PAKLYZ.01A.01R,TARGET.52.PASGCL.01A.02R,TARGET.20.PASELF.09A.01R,TARGET.20.PARXEC.09A.01R,TARGET.20.PARCVP.09A.01R,TARGET.52.PAVITI.01A.01R,TARGET.52.PARZRH.01A.02R,TARGET.52.PARGRN.01A.01R,TARGET.52.PAKTCT.01A.01R,TARGET.52.PAREWI.01A.02R,TARGET.20.PASFZN.09A.01R,TARGET.52.PAJPHJ.01A.01R,TARGET.52.PAEHIP.01A.01R,TARGET.52.PAWFBL.01A.01R,TARGET.20.PASFIT.09A.01R,TARGET.52.PAKPEW.01A.01R,TARGET.52.PAJLRA.01A.01R,TARGET.52.PAJMBW.01A.01R,TARGET.20.PASAFM.09A.01R,TARGET.52.NAAELV.50B.01R,TARGET.20.PASYJI.09A.03R,TARGET.20.PARGDB.04A.02R,TARGET.21.PARXYR.41A.02R,TARGET.52.PAVCKS.01A.01R,TARGET.52.PARKKN.01A.01R,TARGET.52.PASGGN.01A.01R,TARGET.52.PAVDPR.01A.01R,TARGET.52.PAVVIT.01A.01R,TARGET.52.PATYUA.01A.01R,TARGET.21.PARZIA.09A.01R,TARGET.20.PASBHI.09A.01R,TCGA.AB.2845.03B.01T.0748.13,TCGA.AB.2888.03B.01T.0748.13,TCGA.AB.2990.03B.01T.0748.13,TCGA.AB.2803.03A.01T.0734.13,TCGA.AB.2853.03A.01T.0734.13,TCGA.AB.2826.03A.01T.0734.13,TCGA.AB.2963.03A.01T.0734.13,TCGA.AB.2818.03A.01T.0734.13,TCGA.AB.2822.03A.01T.0734.13,TCGA.AB.2806.03A.01T.0734.13,TCGA.AB.2833.03A.01T.0734.13,TCGA.AB.2834.03A.01T.0734.13,TCGA.AB.2964.03A.01T.0734.13,TCGA.AB.2839.03A.01T.0734.13,TCGA.AB.2913.03A.01T.0734.13,TCGA.AB.2904.03A.01T.0734.13,TCGA.AB.2912.03A.01T.0734.13,TCGA.AB.2917.03A.01T.0734.13,TCGA.AB.2971.03A.01T.0734.13,TCGA.AB.2916.03A.01T.0734.13,TCGA.AB.2973.03A.01T.0734.13,TCGA.AB.2957.03A.01T.0734.13,TCGA.AB.2933.03A.01T.0734.13,TCGA.AB.2977.03A.01T.0734.13,TCGA.AB.2972.03A.01T.0734.13,TCGA.AB.2942.03A.01T.0734.13,TCGA.AB.2893.03A.01T.0734.13,TCGA.AB.2878.03A.01T.0734.13,TCGA.AB.2983.03A.01T.0734.13,TCGA.AB.2985.03A.01T.0734.13,TCGA.AB.2894.03A.01T.0734.13,TCGA.AB.2984.03A.01T.0734.13,TCGA.AB.2991.03A.01T.0735.13,TCGA.AB.2937.03A.01T.0734.13,TCGA.AB.2929.03A.01T.0735.13,TCGA.AB.2997.03A.01T.0735.13,TCGA.AB.2950.03A.01T.0735.13,TCGA.AB.2996.03A.01T.0735.13,TCGA.AB.2870.03A.01T.0735.13,TCGA.AB.2880.03A.01T.0735.13,TCGA.AB.2925.03A.01T.0735.13,TCGA.AB.2891.03A.01T.0735.13,TCGA.AB.2869.03A.01T.0735.13,TCGA.AB.2897.03A.01T.0735.13,TCGA.AB.2900.03A.01T.0735.13,TCGA.AB.2881.03A.01T.0735.13,TCGA.AB.2871.03A.01T.0735.13,TCGA.AB.2901.03A.01T.0735.13,TCGA.AB.2873.03A.01T.0735.13,TCGA.AB.2886.03A.01T.0735.13,TCGA.AB.3012.03A.01T.0736.13
hsa-mir-501,317,1117,1713,263,201,16,375,953,350,271,467,321,913,56,24,387,102,626,761,238,57,480,93,962,1123,997,233,486,74,286,456,484,44,653,419,952,90,6362,48,528,147,473,751,391,272,426,373,125,36,25,75,26,6,22,156,30,58,12,0,42,223,37,10,7,17,59,19,79,40,25,35,94,32,27,11,251,43,53,201,45,37,17,19,48,13,26,89,61,73,36,73,20,2,17,12,3,52,134,9,14
hsa-mir-5010,13,9,52,6,8,1,17,7,4,5,7,4,6,0,2,4,0,13,15,0,13,0,1,4,10,15,9,4,10,5,5,7,4,6,10,8,13,89,3,4,3,10,4,7,2,3,2,6,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
hsa-mir-5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-502,97,165,182,83,27,4,104,236,57,12,122,57,195,10,4,123,31,200,87,99,12,71,6,268,255,150,63,108,20,102,84,127,10,234,128,187,24,527,14,100,31,140,117,80,60,154,76,55,8,3,5,9,3,7,23,11,22,5,2,4,41,6,2,4,9,11,5,23,15,13,8,38,21,6,1,37,9,17,30,10,21,4,6,15,5,9,15,15,17,17,8,10,0,6,2,11,10,36,1,7
hsa-mir-503,404,321,5,212,79,0,10,454,221,21,234,70,6,415,1,65,40,238,88,42,197,12,12,110,745,75,51,289,5,227,199,217,14,111,243,471,94,377,75,230,19,151,136,229,205,54,31,46,2,32,6,5,31,1,3,0,2,0,6,0,3,20,1,0,1,31,11,0,2,0,20,0,7,1,7,14,24,14,24,1,1,112,0,22,28,25,40,49,14,0,45,2,41,1,0,6,71,26,0,111
hsa-mir-504,1,3,0,2,17,0,0,2,0,0,3,0,0,0,1,1,3,14,106,1,1,0,2,3,5,0,1,2,0,0,2,3,2,2,1,0,0,0,22,3,0,1,10,1,1,2,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,13,0,0,9,0,2,0,0,0,0,1,7,0,0,0,0,2,1,8
hsa-mir-5047,2,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-mir-505,298,546,341,413,311,37,365,290,806,290,458,202,324,546,305,325,305,1232,2954,266,255,463,358,573,166,350,580,259,193,349,587,273,205,393,821,422,218,14,595,1649,170,669,816,205,265,1029,32,488,152,227,176,171,54,204,431,239,230,337,372,176,410,227,69,68,259,226,219,220,133,53,136,240,104,149,106,237,182,130,193,68,461,136,185,159,82,219,180,282,300,81,249,110,94,64,201,158,498,204,260,164
hsa-mir-506,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-507,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-508,8,27,3,7,35,0,2,278,5,2,48,5,1,9,4,3,16,74,3669,3,1,2,4,18,85,4,11,14,4,1,30,19,2,20,23,12,6,15,1,11,3,17,101,60,1,17,36,3,9,1,11,0,0,0,0,0,1,2,0,2,1,3,2,9,0,1,0,0,4,0,0,2,0,6,0,0,5,0,0,0,1,0,3,3,1,0,4,0,0,0,0,2,0,0,1,5,23,0,1,1
hsa-mir-5087,0,1,1,0,0,1,4,0,0,3,0,1,3,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-mir-5088,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0
hsa-mir-5089,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-mir-509-1,0,8,1,0,5,1,0,21,1,6,8,1,0,1,0,1,3,6,837,2,1,1,1,2,2,1,3,1,3,2,4,0,3,4,3,2,0,6,0,2,0,1,11,8,0,2,0,0,0,2,3,4,2,2,1,1,2,3,3,2,5,7,2,4,4,6,1,4,4,1,0,3,4,2,0,3,6,2,4,0,5,4,7,1,1,4,3,6,3,1,1,4,4,3,5,2,9,5,7,6
hsa-mir-509-2,1,2,1,1,6,0,1,30,0,0,3,0,2,1,2,1,2,9,755,2,2,1,0,3,2,1,6,1,1,1,1,0,3,4,1,2,1,4,1,0,0,2,13,7,1,1,2,1,0,2,2,4,1,4,0,1,1,4,1,4,4,4,2,2,4,2,2,2,0,1,3,1,0,5,1,3,3,3,3,2,5,5,4,2,0,0,7,1,4,1,3,1,1,1,1,4,4,8,6,3
hsa-mir-509-3,3,5,0,1,7,2,0,32,3,3,4,2,0,2,0,0,1,5,941,1,1,2,2,5,2,0,0,1,3,1,3,2,2,6,3,1,0,3,0,0,1,1,8,9,1,2,4,1,1,3,3,1,1,6,1,1,2,0,1,5,3,5,3,1,6,3,5,3,0,4,3,2,2,2,4,7,2,2,3,5,5,6,2,2,3,2,6,1,4,3,3,4,2,3,0,5,6,4,2,4
hsa-mir-5090,0,1,2,2,0,2,0,0,0,2,1,0,5,0,0,0,2,0,1,0,2,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,3,2,1,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-mir-5091,2,0,0,0,0,0,1,1,2,1,0,11,1,0,0,0,2,4,2,0,0,2,0,0,8,2,0,3,0,3,2,0,0,2,1,2,2,3,4,2,0,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5092,0,0,2,0,0,0,0,0,3,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5094,0,3,3,0,0,0,4,0,2,0,0,0,1,1,0,0,2,1,4,1,2,1,0,0,2,3,0,1,0,0,1,1,0,0,0,3,0,53,0,1,0,3,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-mir-5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-511,45,113,3,49,0,0,3,14,16,0,13,59,5,19,0,31,2,6,2,17,23,0,12,51,11,20,25,19,2,6,51,40,2,47,50,129,1,35,111,45,1,46,29,38,4,9,18,49,1,2,8,0,1,0,0,0,3,5,2,29,2,2,4,1,7,8,0,0,8,1,7,2,0,0,6,1,5,6,2,1,1,1,0,3,0,2,2,16,35,76,10,2,0,1,12,0,2,6,2,3
hsa-mir-512-1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,1,0,1,0,0,2,1,0,2,0,1,0,2,6,2,0,0,1,0,4,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-512-2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,4,0,0,0,0,2,1,6,0,3,1,1,1,0,1,0,4,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-513a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-513a-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-mir-513b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-mir-513c,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
hsa-mir-514a-1,4,3,1,1,2,0,0,35,0,2,11,0,0,1,0,0,4,5,416,0,0,0,1,2,5,0,3,0,1,0,1,0,0,8,3,2,1,3,0,0,0,0,10,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0
hsa-mir-514a-2,0,2,1,0,2,0,0,22,0,1,7,0,0,0,0,0,3,6,405,1,0,0,0,1,10,4,0,1,0,1,2,1,1,5,2,0,1,5,0,2,0,1,8,5,0,1,3,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
hsa-mir-514a-3,1,1,1,1,0,0,1,39,1,0,14,0,0,0,0,2,1,7,379,0,0,0,0,0,8,0,2,1,1,0,4,4,0,5,1,1,0,4,0,2,0,1,6,1,0,7,4,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-mir-514b,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-mir-515-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-515-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-516a-1,1,3,0,0,0,0,0,0,0,0,1,0,0,2,1,24,0,6,1,0,1,0,0,0,0,0,3,1,1,1,0,14,0,1,6,2,0,6,0,0,0,0,1,13,0,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-516a-2,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,22,0,11,2,0,1,2,0,0,0,0,4,2,2,0,3,12,0,0,6,1,0,4,0,0,0,0,0,10,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-516b-1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,2,0,0,5,1,0,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-516b-2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-517a,4,0,0,0,0,0,0,3,0,0,5,8,0,6,13,0,0,3,3,0,13,9,0,2,3,1,12,0,15,0,2,0,6,0,1,6,0,2,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-517b,4,0,0,0,0,0,0,3,0,0,4,8,0,6,13,0,0,3,3,0,13,9,0,2,3,1,12,0,15,0,2,0,6,0,1,6,0,2,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-517c,1,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5187,6,5,14,2,8,0,8,1,2,19,2,3,7,3,4,2,2,3,6,1,20,4,7,4,4,0,3,2,2,1,0,1,5,3,6,4,12,44,12,7,7,5,5,0,4,1,0,6,0,1,3,0,0,1,3,0,2,1,0,0,1,0,2,1,1,0,1,2,1,2,0,0,0,1,1,2,0,1,1,0,2,2,1,0,0,1,0,0,3,0,0,0,1,1,2,1,2,2,0,0
hsa-mir-5188,1,0,1,1,0,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-mir-5189,0,0,7,0,2,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-mir-518a-1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-518a-2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,1,1,1,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,5,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-mir-518b,4,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,5,0,8,0,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-518c,4,0,0,0,0,0,0,0,0,0,1,3,0,7,4,1,0,1,3,0,0,4,0,1,1,0,4,1,6,0,1,1,2,1,0,1,1,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-518d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-518e,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,1,1,0,1,1,0,0,0,0,2,0,3,0,2,1,1,0,0,0,0,3,0,0,0,0,0,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
